,varname,long_name,code,table,units,model,outdatatype,dims,stream
tem_800m_southern_ocean,,Temperature 800m in region southern ocean,910,,C,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
salt_800m_southern_ocean,,Salinity 800m in region southern ocean,911,,psu,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
u2pv2_800m_southern_ocean,,Kinetic energy in region southern ocean,912,,m2 s-2,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
tem_2000m_southern_ocean,,Temperature 2000m in region southern ocean,913,,C,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
salt_2000m_southern_ocean,,Salinity 2000m in region southern ocean,914,,psu,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
u2pv2_2000m_southern_ocean,,Kinetic energy in region southern ocean,915,,m2 s-2,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
eisab_indopacific_ocean,,Sea ice extent in region indopacific ocean,916,,m2,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
eiscb_indopacific_ocean,,Sea ice volume in region indopacific ocean,917,,m3,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
hflb_indopacific_ocean,,Heat uptake in region indopacific ocean,918,,W,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
wflb_indopacific_ocean,,Freshwater uptake in region indopacific ocean,919,,m3 s-1,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
tem_0m_indopacific_ocean,,Sst in region indopacific ocean,920,,C,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
salt_0m_indopacific_ocean,,Sss in region indopacific ocean,921,,psu,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
u2pv2_0m_indopacific_ocean,,Kinetic energy in region indopacific ocean,922,,m2 s-2,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
tem_200m_indopacific_ocean,,Temperature 200m in region indopacific ocean,923,,C,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
salt_200m_indopacific_ocean,,Salinity 200m in region indopacific ocean,924,,psu,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
u2pv2_200m_indopacific_ocean,,Kinetic energy in region indopacific ocean,925,,m2 s-2,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
tem_800m_indopacific_ocean,,Temperature 800m in region indopacific ocean,926,,C,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
salt_800m_indopacific_ocean,,Salinity 800m in region indopacific ocean,927,,psu,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
u2pv2_800m_indopacific_ocean,,Kinetic energy in region indopacific ocean,928,,m2 s-2,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
tem_2000m_indopacific_ocean,,Temperature 2000m in region indopacific ocean,929,,C,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
salt_2000m_indopacific_ocean,,Salinity 2000m in region indopacific ocean,930,,psu,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
u2pv2_2000m_indopacific_ocean,,Kinetic energy in region indopacific ocean,931,,m2 s-2,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
eisab_tropical_pacific_ocean,,Sea ice extent in region tropical pacific ocean,932,,m2,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
eiscb_tropical_pacific_ocean,,Sea ice volume in region tropical pacific ocean,933,,m3,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
hflb_tropical_pacific_ocean,,Heat uptake in region tropical pacific ocean,934,,W,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
wflb_tropical_pacific_ocean,,Freshwater uptake in region tropical pacific ocean,935,,m3 s-1,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
salt_0m_tropical_pacific_ocean,,Sss in region tropical pacific ocean,937,,psu,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
u2pv2_0m_tropical_pacific_ocean,,Kinetic energy in region tropical pacific ocean,938,,m2 s-2,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
tem_200m_tropical_pacific_ocean,,Temperature 200m in region tropical pacific ocean,939,,C,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
salt_200m_tropical_pacific_ocean,,Salinity 200m in region tropical pacific ocean,940,,psu,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
u2pv2_200m_tropical_pacific_ocean,,Kinetic energy in region tropical pacific ocean,941,,m2 s-2,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
tem_800m_tropical_pacific_ocean,,Temperature 800m in region tropical pacific ocean,942,,C,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
salt_800m_tropical_pacific_ocean,,Salinity 800m in region tropical pacific ocean,943,,psu,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
u2pv2_800m_tropical_pacific_ocean,,Kinetic energy in region tropical pacific ocean,944,,m2 s-2,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
tem_2000m_tropical_pacific_ocean,,Temperature 2000m in region tropical pacific ocean,945,,C,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
salt_2000m_tropical_pacific_ocean,,Salinity 2000m in region tropical pacific ocean,946,,psu,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
u2pv2_2000m_tropical_pacific_ocean,,Kinetic energy in region tropical pacific ocean,947,,m2 s-2,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
eisab_global_ocean,,Sea ice extent in region global ocean,948,,m2,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
eiscb_global_ocean,,Sea ice volume in region global ocean,949,,m3,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
u2pv2_0m_global_ocean,,Kinetic energy in region global ocean,954,,m2 s-2,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
u2pv2_200m_global_ocean,,Kinetic energy in region global ocean,957,,m2 s-2,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
u2pv2_800m_global_ocean,,Kinetic energy in region global ocean,960,,m2 s-2,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
u2pv2_2000m_global_ocean,,Kinetic energy in region global ocean,963,,m2 s-2,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
siarean,,Sea-ice area north,1050,,m2,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
siareas,,Sea-ice area south,1051,,m2,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
sivoln,,Sea-ice volume north,1052,,m3,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
sivols,,Sea-ice volume south,1053,,m3,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
siextentn,,Sea-ice extent north,1054,,m2,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
siextents,,Sea-ice extent south,1055,,m2,mpiom,timeser_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_timeser_mm
thetao,,Sea water potential temperature,2,,C,mpiom,data_3d_mm,"['time', 'depth', 'y', 'x']",mpiom_data_3d_mm
uo,,Sea water x velocity,3,,m s-1,mpiom,data_3d_mm,"['time', 'depth', 'y_2', 'x_2']",mpiom_data_3d_mm
vo,,Sea water y velocity,4,,m s-1,mpiom,data_3d_mm,"['time', 'depth', 'y_3', 'x_3']",mpiom_data_3d_mm
so,,Sea water salinity,5,,1e-3,mpiom,data_3d_mm,"['time', 'depth', 'y', 'x']",mpiom_data_3d_mm
po,,Sea water pressure,6,,Pa,mpiom,data_3d_mm,"['time', 'depth', 'y', 'x']",mpiom_data_3d_mm
wo,,Upward sea water velocity,7,,m s-1,mpiom,data_3d_mm,"['time', 'depth_2', 'y', 'x']",mpiom_data_3d_mm
rhopoto,,Sea water potential density,18,,kg m-3,mpiom,data_3d_mm,"['time', 'depth', 'y', 'x']",mpiom_data_3d_mm
wmo,,Upward ocean mass transport,21,,kg s-1,mpiom,data_3d_mm,"['time', 'depth_2', 'y', 'x']",mpiom_data_3d_mm
wmosq,,Square of upward ocean mass transport,22,,kg2 s-2,mpiom,data_3d_mm,"['time', 'depth_2', 'y', 'x']",mpiom_data_3d_mm
umo,,Ocean mass x transport,23,,kg s-1,mpiom,data_3d_mm,"['time', 'depth', 'y_2', 'x_2']",mpiom_data_3d_mm
vmo,,Ocean mass y transport,24,,kg s-1,mpiom,data_3d_mm,"['time', 'depth', 'y_3', 'x_3']",mpiom_data_3d_mm
agessc,,Sea water age since surface contact,39,,yr,mpiom,data_3d_mm,"['time', 'depth', 'y', 'x']",mpiom_data_3d_mm
heat_content,,Heat content per unit area,54,,J m-2,mpiom,data_3d_mm,"['time', 'depth', 'y', 'x']",mpiom_data_3d_mm
avo,,Sea water vertical viscosity,110,,m2 s-1,mpiom,data_3d_mm,"['time', 'depth_2', 'y', 'x']",mpiom_data_3d_mm
difvho,,Ocean vertical heat diffusivity,111,,m2 s-1,mpiom,data_3d_mm,"['time', 'depth_2', 'y', 'x']",mpiom_data_3d_mm
wtmix,,Sea water vertical diffusivity due to wind,112,,m2 s-1,mpiom,data_3d_mm,"['time', 'depth_2', 'y', 'x']",mpiom_data_3d_mm
swrab,,Penetrating fraction of solar flux with depth,135,,frac,mpiom,data_3d_mm,"['time', 'depth', 'y', 'x']",mpiom_data_3d_mm
rsdoabsorb,,Net rate of absorption of shortwave energy in ocean layer,152,,W m-2,mpiom,data_3d_mm,"['time', 'depth', 'y', 'x']",mpiom_data_3d_mm
thkcello,,Cell thickness,197,,m,mpiom,data_3d_mm,"['time', 'depth', 'y', 'x']",mpiom_data_3d_mm
rinu,,Richardson number,214,,1,mpiom,data_3d_mm,"['time', 'depth_2', 'y', 'x']",mpiom_data_3d_mm
obvfsq,,Squared of brunt vaisala frequency in sea water,279,,s-2,mpiom,data_3d_mm,"['time', 'depth_2', 'y', 'x']",mpiom_data_3d_mm
nudging_so,,Salinity nudging source and sink term,556,,psu,mpiom,data_3d_mm,"['time', 'depth', 'y', 'x']",mpiom_data_3d_mm
nudging_thetao,,Temperature nudging source and sink term,557,,C,mpiom,data_3d_mm,"['time', 'depth', 'y', 'x']",mpiom_data_3d_mm
nudging_dissic,,Dissic nudging source and sink term,558,,mol m-3,mpiom,data_3d_mm,"['time', 'depth', 'y', 'x']",mpiom_data_3d_mm
nudging_talk,,Talk nudging source and sink term,559,,mol m-3,mpiom,data_3d_mm,"['time', 'depth', 'y', 'x']",mpiom_data_3d_mm
opottemptend,,Tendency of sea water potential temperature expressed as heat content,25,,W m-2,mpiom,data_3d_ym,"['time', 'depth', 'y', 'x']",mpiom_data_3d_ym
osalttend,,Tendency of sea water salinity expressed as salt content,26,,kg s-1 m-2,mpiom,data_3d_ym,"['time', 'depth', 'y', 'x']",mpiom_data_3d_ym
opottempadvect,,Tendency of sea water potential temperature expressed as heat content due to advection,28,,W m-2,mpiom,data_3d_ym,"['time', 'depth', 'y', 'x']",mpiom_data_3d_ym
opottemppadvect,,Tendency of sea water potential temperature expressed as heat content due to parameterized eddy advection,30,,W m-2,mpiom,data_3d_ym,"['time', 'depth', 'y', 'x']",mpiom_data_3d_ym
osaltadvect,,Tendency of sea water salinity expressed as salt content due to advection,88,,kg s-1 m-2,mpiom,data_3d_ym,"['time', 'depth', 'y', 'x']",mpiom_data_3d_ym
osaltpmadvect,,Tendency of sea water salinity expressed as salt content due to parameterized eddy advection,90,,kg s-1 m-2,mpiom,data_3d_ym,"['time', 'depth', 'y', 'x']",mpiom_data_3d_ym
tauucorr,,Surface downward x stress correction,282,,Nm-2,mpiom,data_3d_ym,"['time', 'depth_3', 'y_2', 'x_2']",mpiom_data_3d_ym
opottempdiff,,Tendency of sea water potential temperature expressed as heat content due to parameterized dianeutral mixing,1029,,W m-2,mpiom,data_3d_ym,"['time', 'depth', 'y', 'x']",mpiom_data_3d_ym
opottemppmdiff,,Tendency of sea water potential temperature expressed as heat content due to parameterized mesocale diffusion,1030,,W m-2,mpiom,data_3d_ym,"['time', 'depth', 'y', 'x']",mpiom_data_3d_ym
osaltdiff,,Tendency of sea water salinity expressed as salt content due to parameterized dianeutral mixing,1031,,kg s-1 m-2,mpiom,data_3d_ym,"['time', 'depth', 'y', 'x']",mpiom_data_3d_ym
osaltpmdiff,,Tendency of sea water salinity expressed as salt content due to parameterized mesocale diffusion,1032,,kg s-1 m-2,mpiom,data_3d_ym,"['time', 'depth', 'y', 'x']",mpiom_data_3d_ym
global_hfl,,Global ocean implied heattransport,93,,W,mpiom,data_moc_mm,"['time', 'depth', 'lat', 'lon']",mpiom_data_moc_mm
atlantic_hfl,,Atlantic ocean implied heattransport,94,,W,mpiom,data_moc_mm,"['time', 'depth', 'lat', 'lon']",mpiom_data_moc_mm
indopacific_hfl,,Indopacific ocean implied heattransport,95,,W,mpiom,data_moc_mm,"['time', 'depth', 'lat', 'lon']",mpiom_data_moc_mm
global_wfl,,Global ocean implied freshwater transport,96,,m3 s-1,mpiom,data_moc_mm,"['time', 'depth', 'lat', 'lon']",mpiom_data_moc_mm
atlantic_wfl,,Atlantic ocean implied freshwater transport,97,,m3 s-1,mpiom,data_moc_mm,"['time', 'depth', 'lat', 'lon']",mpiom_data_moc_mm
indopacific_wfl,,Indopacific ocean implied freshwater transport,98,,m3 s-1,mpiom,data_moc_mm,"['time', 'depth', 'lat', 'lon']",mpiom_data_moc_mm
global_moc,,Global ocean meridional overturning streamfunction,100,,kg s-1,mpiom,data_moc_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_data_moc_mm
atlantic_moc,,Atlantic ocean meridional overturning streamfunction,101,,kg s-1,mpiom,data_moc_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_data_moc_mm
indopacific_moc,,Indopacific ocean meridional overturning streamfunction,102,,kg s-1,mpiom,data_moc_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_data_moc_mm
global_gm_moc,,Global ocean meridional overturning mass streamfunction due to parameterized mesoscale advection,106,,kg s-1,mpiom,data_moc_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_data_moc_mm
atlantic_gm_moc,,Atlantic ocean meridional overturning mass streamfunction due to parameterized mesoscale advection,107,,kg s-1,mpiom,data_moc_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_data_moc_mm
indopacific_gm_moc,,Indopacific ocean meridional overturning mass streamfunction due to parameterized mesoscale advection,108,,kg s-1,mpiom,data_moc_mm,"['time', 'depth_2', 'lat', 'lon']",mpiom_data_moc_mm
global_hfbasin,,Global northward ocean heat transport,1093,,W,mpiom,data_moc_mm,"['time', 'depth', 'lat', 'lon']",mpiom_data_moc_mm
atlantic_hfbasin,,Atlantic northward ocean heat transport,1094,,W,mpiom,data_moc_mm,"['time', 'depth', 'lat', 'lon']",mpiom_data_moc_mm
indopacific_hfbasin,,Indopacific northward ocean heat transport,1095,,W,mpiom,data_moc_mm,"['time', 'depth', 'lat', 'lon']",mpiom_data_moc_mm
global_hfbasinpmadv,,Global northward ocean heat transport due to parameterized mesoscale advection,1096,,W,mpiom,data_moc_mm,"['time', 'depth', 'lat', 'lon']",mpiom_data_moc_mm
atlantic_hfbasinpmadv,,Atlantic northward ocean heat transport due to parameterized mesoscale advection,1097,,W,mpiom,data_moc_mm,"['time', 'depth', 'lat', 'lon']",mpiom_data_moc_mm
indopacific_hfbasinpmadv,,Indopacific northward ocean heat transport due to parameterized mesoscale advection,1098,,W,mpiom,data_moc_mm,"['time', 'depth', 'lat', 'lon']",mpiom_data_moc_mm
global_hfbasinpmdiff,,Global northward ocean heat transport due to parameterized mesoscale diffusion,1099,,W,mpiom,data_moc_mm,"['time', 'depth', 'lat', 'lon']",mpiom_data_moc_mm
atlantic_hfbasinpmdiff,,Atlantic northward ocean heat transport due to parameterized mesoscale diffusion,1100,,W,mpiom,data_moc_mm,"['time', 'depth', 'lat', 'lon']",mpiom_data_moc_mm
indopacific_hfbasinpmdiff,,Indopacific northward ocean heat transport due to parameterized mesoscale diffusion,1101,,W,mpiom,data_moc_mm,"['time', 'depth', 'lat', 'lon']",mpiom_data_moc_mm
global_sltbasin,,Global northward ocean salt transport,1112,,kg s-1,mpiom,data_moc_mm,"['time', 'depth', 'lat', 'lon']",mpiom_data_moc_mm
atlantic_sltbasin,,Atlantic northward ocean salt transport,1113,,kg s-1,mpiom,data_moc_mm,"['time', 'depth', 'lat', 'lon']",mpiom_data_moc_mm
indopacific_sltbasin,,Indopacific northward ocean salt transport,1114,,kg s-1,mpiom,data_moc_mm,"['time', 'depth', 'lat', 'lon']",mpiom_data_moc_mm
global_primary_production,,Global primary production,500,,GtC yr-1,hamocc,monitoring_ym,"['time', 'depth', 'lat', 'lon']",hamocc_monitoring_ym
global_zooplankton_grazing,,Global zooplankton grazing,501,,GtC yr-1,hamocc,monitoring_ym,"['time', 'depth', 'lat', 'lon']",hamocc_monitoring_ym
global_OM_export_at_90m,,Global om export at 90m,502,,GtC yr-1,hamocc,monitoring_ym,"['time', 'depth', 'lat', 'lon']",hamocc_monitoring_ym
global_calc_export_at_90m,,Global calc export at 90m,503,,GtC yr-1,hamocc,monitoring_ym,"['time', 'depth', 'lat', 'lon']",hamocc_monitoring_ym
global_opal_export_at_90m,,Global opal export at 90m,504,,kmol Si s-1,hamocc,monitoring_ym,"['time', 'depth', 'lat', 'lon']",hamocc_monitoring_ym
global_opal_production,,Global opal production,505,,kmol Si s-1,hamocc,monitoring_ym,"['time', 'depth', 'lat', 'lon']",hamocc_monitoring_ym
global_caco3_production,,Global caco3 production,506,,GtC yr-1,hamocc,monitoring_ym,"['time', 'depth', 'lat', 'lon']",hamocc_monitoring_ym
global_net_co2_flux,,Global net co2 flux (positive into air),507,,GtC yr-1,hamocc,monitoring_ym,"['time', 'depth', 'lat', 'lon']",hamocc_monitoring_ym
global_surface_alkalinity,,Global surface alkalinity,508,,kmol m-3,hamocc,monitoring_ym,"['time', 'depth', 'lat', 'lon']",hamocc_monitoring_ym
global_surface_dissolved_inorganic_carbon,,Global surface dissolved inorganic carbon,509,,kmol C m-3,hamocc,monitoring_ym,"['time', 'depth', 'lat', 'lon']",hamocc_monitoring_ym
N2_fixation,,N2 fixation,517,,TgN yr-1,hamocc,monitoring_ym,"['time', 'depth', 'lat', 'lon']",hamocc_monitoring_ym
WC_denit,,Denitrification,519,,TgN yr-1,hamocc,monitoring_ym,"['time', 'depth', 'lat', 'lon']",hamocc_monitoring_ym
global_primary_production_cya,,Global primary production cyano,520,,GtC yr-1,hamocc,monitoring_ym,"['time', 'depth', 'lat', 'lon']",hamocc_monitoring_ym
SED_denit,,Sediment denitrification,523,,TgN yr-1,hamocc,monitoring_ym,"['time', 'depth', 'lat', 'lon']",hamocc_monitoring_ym
global_surface_phosphate,,Global surface phosphate,529,,kmol m-3,hamocc,monitoring_ym,"['time', 'depth', 'lat', 'lon']",hamocc_monitoring_ym
global_surface_nitrate,,Global surface nitrate,530,,kmol m-3,hamocc,monitoring_ym,"['time', 'depth', 'lat', 'lon']",hamocc_monitoring_ym
omz_volume,,Volume of OMZ,531,,km3,hamocc,monitoring_ym,"['time', 'depth', 'lat', 'lon']",hamocc_monitoring_ym
global_prcaca,,Global caco3 flux to sediment,532,,GtC yr-1,hamocc,monitoring_ym,"['time', 'depth', 'lat', 'lon']",hamocc_monitoring_ym
global_silpro,,Global opal flux to sediment,533,,GtSi yr-1,hamocc,monitoring_ym,"['time', 'depth', 'lat', 'lon']",hamocc_monitoring_ym
global_prorca,,Global detritus flux to sediment,534,,GtC yr-1,hamocc,monitoring_ym,"['time', 'depth', 'lat', 'lon']",hamocc_monitoring_ym
global_surface_silicate,,Global surface silicate,535,,kmol Si m-3,hamocc,monitoring_ym,"['time', 'depth', 'lat', 'lon']",hamocc_monitoring_ym
dmsprod,,Dms production,69,,kmol S m-3 s-1,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
dms_bac,,Dms bacterial consumption,70,,kmol S m-3 s-1,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
dms_uv,,Dms uv light destruction,71,,kmol S m-3 s-1,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
export,,Detritus production,84,,kmol C m-3 s-1,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
delcar,,Calcium production,85,,kmol C m-3 s-1,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
delsil,,Opal production,86,,kmol Si m-3 s-1,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
phosy,,Photosynthesis,100,,mol C m-3 s-1,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
graz,,Tendency of mole concentration of organic matter expressed as carbon in sea water due to grazing of phytoplankton,711,,mol m-3 s-1,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
phosy_cya,,Photosynthesis cyano,141,,mol C m-3 s-1,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
aou,,Aparent oxygen ut,143,,kmol O2 m-3,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
remin_via_grazer,,Remin via grazer,292,,kmol P m-3 s-1,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
bacterial_activity,,Bacterial activity,293,,kmol P m-3 s-1,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
remin_of_det_by_O2_,,Remin of detritus by oxygen,294,,kmol P m-3 s-1,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
remin_of_det_by_N,,Remin of detritus by nitrogen,295,,kmol P m-3 s-1,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
remin_of_det_by_S,,Remin of detritus by sulfate,296,,kmol P m-3 s-1,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
pho,,Tlim Llim,510,,d-1,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
ph,,Sea water ph reported on total scale,700,,1,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
pon,,Mole concentration of particulate organic matter expressed as nitrogen in sea water,701,,mol m-3,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
dissic,,Mole concentration of dissolved inorganic carbon in sea water,704,,mol m-3,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
dmso,,Mole concentration of dimethyl sulfide in sea water,707,,mol m-3,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
phyp,,Mole concentration of phytoplankton expressed as phosphorus in sea water,709,,mol m-3,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
phyfe,,Mole concentration of phytoplankton expressed as iron in sea water,712,,mol m-3,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
bsi,,Mole concentration of particulate matter expressed as silicon in sea water,719,,mol m-3,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
phyn,,Mole concentration of phytoplankton expressed as nitrogen in sea water,724,,mol m-3,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
phydiaz,,Mole concentration of diazotrophs expressed as carbon in sea water,727,,mol m-3,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
chldiaz,,Mass concentration of diazotrophs expressed as chlorophyll in sea water,729,,kg m-3,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
talk,,Seawater alkalinity expressed as mole equivalent,731,,mol m-3,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
co3satcalc,,Mole concentration of carbonate ion for seawater in equilibrium with pure calcite,735,,mol m-3,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
phymisc,,Mole concentration of miscellaneous phytoplankton expressed as carbon in sea water,736,,mol m-3,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
o2,,Mole concentration of molecular oxygen in sea water,739,,mol m-3,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
expc,,Sinking mole flux of particulate organic matter expressed as carbon in sea water,741,,mol m-2 s-1,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
calc,,Mole concentration of calcite expressed as carbon in sea water,743,,mol m-3,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
pop,,Mole concentration of particulate organic matter expressed as phosphorus in sea water,745,,mol m-3,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
limfediaz,,Iron limitation of diazotrophs,147,,1,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
dissoc,,Mole concentration of dissolved organic carbon in sea water,747,,mol m-3,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
dfe,,Mole concentration of dissolved iron in sea water,750,,mol m-3,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
si,,Mole concentration of silicate in sea water,751,,mol m-3,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
detoc,,Mole concentration of organic detritus expressed as carbon in sea water,752,,mol m-3,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
phyc,,Mole concentration of phytoplankton expressed as carbon in sea water,754,,mol m-3,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
chl,,Mass concentration of phytoplankton expressed as chlorophyll in sea water,758,,kg m-3,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
po4,,Mole concentration of phosphate in sea water,759,,mol m-3,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
no3,,Mole concentration of nitrate in sea water,762,,mol m-3,hamocc,data_3d_mm,"['time', 'depth', 'y', 'x']",hamocc_data_3d_mm
